Results_Name,Projection
Results_Timestamp,1771066013
Results_Date,2,14,2026
Results_Time,16,16,53
Area,7.467853685566561595e+00
Comp_Areas,7.467853685566561595e+00
Comp_IDs,OAIBFRGSOO
Comp_Names,baseline_wing
Direction,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Mesh_GeomID,NERNGHSPTW
Path,1.899999999999999911e+00,8.444444444444265674e-01,-5.096912453742186155e-02,1.899999999999999911e+00,8.888888888888867301e-01,-5.002227192053076976e-02,1.899999999999999911e+00,9.333333333333073689e-01,-4.907541930367920191e-02,1.899999999999999911e+00,9.777777777777675317e-01,-4.812856668682763406e-02,1.899999999999999911e+00,1.022222222222188170e+00,-4.718171406997606621e-02,1.899999999999999911e+00,1.066666666666648222e+00,-4.623486145308502993e-02,1.899999999999999911e+00,1.111111111111108496e+00,-4.528800883623346207e-02,1.899999999999999911e+00,1.155555555555529024e+00,-4.434115621938189422e-02,1.899999999999999911e+00,1.199999999999989297e+00,-4.339430360249080243e-02,1.899999999999999911e+00,1.752861719963353604e+00,-2.346294761400896656e-02,1.899999999999999911e+00,2.277031554409524983e+00,-4.565969958460536215e-03,1.899999999999999911e+00,2.775591929269183744e+00,1.340775467152421907e-02,1.899999999999999911e+00,3.251239953135161009e+00,3.055546041162676696e-02,1.899999999999999911e+00,3.706348495026255296e+00,4.696269215564674582e-02,1.899999999999999911e+00,4.143016211265585724e+00,6.270510908698156971e-02,1.899999999999999911e+00,4.563108806088079561e+00,7.784997217514055823e-02,1.899999999999999911e+00,4.968293288517882544e+00,9.245737917890972657e-02,1.899999999999999911e+00,5.360066596753867429e+00,1.065812965913236765e-01,1.899999999999999911e+00,5.739779665402321207e+00,1.202704272933196317e-01,1.899999999999999911e+00,6.108657785279201669e+00,1.335689445502369621e-01,1.899999999999999911e+00,6.467817932151333160e+00,1.465171167345396819e-01,1.899999999999999911e+00,6.818283606638196659e+00,1.591518423227102630e-01,1.899999999999999911e+00,7.160997623002573143e+00,1.715071109473041699e-01,1.899999999999999911e+00,7.496833202686030262e+00,1.836144033326738423e-01,1.899999999999999911e+00,7.826603663957373946e+00,1.955030406189059433e-01,1.899999999999999911e+00,8.151070948021748919e+00,2.072004917387393896e-01,1.899999999999999911e+00,8.470953181439666579e+00,2.187326460522380500e-01,1.899999999999999911e+00,8.786931442484936738e+00,2.301240572823865516e-01,1.899999999999999911e+00,9.099655873430581465e+00,2.413981638707169419e-01,1.899999999999999911e+00,9.409751260392814842e+00,2.525774901375723580e-01,1.899999999999999911e+00,9.717822186288065822e+00,2.636838320527471469e-01,1.899999999999999911e+00,1.002445784991279787e+01,2.747384309692450510e-01,1.899999999999999911e+00,1.033023663456588714e+01,2.857621383278263205e-01,1.899999999999999911e+00,1.063573050257182651e+01,2.967755740851869550e-01,1.899999999999999911e+00,1.094150928722491578e+01,3.077992814437682245e-01,1.899999999999999911e+00,1.124814495084964783e+01,3.188538803602661842e-01,1.899999999999999911e+00,1.155621587674489881e+01,3.299602222754409175e-01,1.899999999999999911e+00,1.186631126370713218e+01,3.411395485422963336e-01,1.899999999999999911e+00,1.217903569465277691e+01,3.524136551305872000e-01,1.899999999999999911e+00,1.249501395569804707e+01,3.638050663607356738e-01,1.899999999999999911e+00,1.281489618911600381e+01,3.753372206742343620e-01,1.899999999999999911e+00,1.313936347318034059e+01,3.870346717940678083e-01,1.899999999999999911e+00,1.346913393445168339e+01,3.989233090802999371e-01,1.899999999999999911e+00,1.380496951413518048e+01,4.110306014656696094e-01,1.899999999999999911e+00,1.414768353049951699e+01,4.233858700902635164e-01,1.899999999999999911e+00,1.449814920498637960e+01,4.360205956784340975e-01,1.899999999999999911e+00,1.485730935185851287e+01,4.489687678627368173e-01,1.899999999999999911e+00,1.522618747173539333e+01,4.622672851196540922e-01,1.899999999999999911e+00,1.560590054038384622e+01,4.759564158216500473e-01,1.899999999999999911e+00,1.599767384861983111e+01,4.900803332340640805e-01,1.899999999999999911e+00,1.640285833104963231e+01,5.046877402378331379e-01,1.899999999999999911e+00,1.682295092587212793e+01,5.198326033259922374e-01,1.899999999999999911e+00,1.725961864211145880e+01,5.355750202573270613e-01,1.899999999999999911e+00,1.771472718400255175e+01,5.519822520013469846e-01,1.899999999999999911e+00,1.819037520786853079e+01,5.691299577414494770e-01,1.899999999999999911e+00,1.868893558272822730e+01,5.871036823714342878e-01,1.899999999999999911e+00,1.921310541717436138e+01,6.060006600269827182e-01,1.899999999999999911e+00,1.976596713713772502e+01,6.259320160154645540e-01,1.899999999999999911e+00,1.976596713713772502e+01,6.483378587873347421e-01,1.899999999999999911e+00,1.976596713713776410e+01,6.561134073846717207e-01,1.899999999999999911e+00,1.976596713713772502e+01,6.657007498127596179e-01,1.899999999999999911e+00,1.976596713713772502e+01,7.505369011090459175e-01,1.899999999999999911e+00,1.921310541717436138e+01,7.340813334385967170e-01,1.899999999999999911e+00,1.868893558272822730e+01,7.184797609836983678e-01,1.899999999999999911e+00,1.819037520786853079e+01,7.036404373516542687e-01,1.899999999999999911e+00,1.771472718400255175e+01,6.894830848683675129e-01,1.899999999999999911e+00,1.725961864211145880e+01,6.759370766386973983e-01,1.899999999999999911e+00,1.682295092587212793e+01,6.629399475291906096e-01,1.899999999999999911e+00,1.640285833104963231e+01,6.504361660729252037e-01,1.899999999999999911e+00,1.599767384861983111e+01,6.383761148360862503e-01,1.899999999999999911e+00,1.560590054038384622e+01,6.267152384318069869e-01,1.899999999999999911e+00,1.522618747173539333e+01,6.154133271746379252e-01,1.899999999999999911e+00,1.485730935185851287e+01,6.044339110844965113e-01,1.899999999999999911e+00,1.449814920498637960e+01,5.937437441079076450e-01,1.899999999999999911e+00,1.414768353049951699e+01,5.833123624179769040e-01,1.899999999999999911e+00,1.380496951413518048e+01,5.731117037645576673e-01,1.899999999999999911e+00,1.346913393445168339e+01,5.631157772822688035e-01,1.899999999999999911e+00,1.313936347318034059e+01,5.533003750845161273e-01,1.899999999999999911e+00,1.281489618911600381e+01,5.436428184895056859e-01,1.899999999999999911e+00,1.249501395569804707e+01,5.341217329295609995e-01,1.899999999999999911e+00,1.217903569465277691e+01,5.247168465551301786e-01,1.899999999999999911e+00,1.186631126370713218e+01,5.154088083064924941e-01,1.899999999999999911e+00,1.155621587674489881e+01,5.061790218333417357e-01,1.899999999999999911e+00,1.124814495084964783e+01,4.970094921203697114e-01,1.899999999999999911e+00,1.094150928722491578e+01,4.878826820505837158e-01,1.899999999999999911e+00,1.063573050257182651e+01,4.787813764232404790e-01,1.899999999999999911e+00,1.033023663456588714e+01,4.696885511536262880e-01,1.899999999999999911e+00,1.002445784991279787e+01,4.605872455262830512e-01,1.899999999999999911e+00,9.717822186288065822e+00,4.514604354565365796e-01,1.899999999999999911e+00,9.409751260392814842e+00,4.422909057435644997e-01,1.899999999999999911e+00,9.099655873430581465e+00,4.330611192703742729e-01,1.899999999999999911e+00,8.786931442484936738e+00,4.237530810217365329e-01,1.899999999999999911e+00,8.470953181439666579e+00,4.143481946473057675e-01,1.899999999999999911e+00,8.151070948021748919e+00,4.048271090874006051e-01,1.899999999999999911e+00,7.826603663957373946e+00,3.951695524923506397e-01,1.899999999999999911e+00,7.496833202686030262e+00,3.853541502946374320e-01,1.899999999999999911e+00,7.160997623002573143e+00,3.753582238123485681e-01,1.899999999999999911e+00,6.818283606638196659e+00,3.651575651589293869e-01,1.899999999999999911e+00,6.467817932151333160e+00,3.547261834689985904e-01,1.899999999999999911e+00,6.108657785279201669e+00,3.440360164924097242e-01,1.899999999999999911e+00,5.739779665402321207e+00,3.330566004022683657e-01,1.899999999999999911e+00,5.360066596753867429e+00,3.217546891451388280e-01,1.899999999999999911e+00,4.968293288517882544e+00,3.100938127408596201e-01,1.899999999999999911e+00,4.563108806088079561e+00,2.980337615040206667e-01,1.899999999999999911e+00,4.143016211265585724e+00,2.855299800477551497e-01,1.899999999999999911e+00,3.706348495026255296e+00,2.725328509382484166e-01,1.899999999999999911e+00,3.251239953135161009e+00,2.589868427085783020e-01,1.899999999999999911e+00,2.775591929269183744e+00,2.448294902252915461e-01,1.899999999999999911e+00,2.277031554409524983e+00,2.299901665932078676e-01,1.899999999999999911e+00,1.752861719963353604e+00,2.143885941383490701e-01,1.899999999999999911e+00,1.199999999999989297e+00,1.979330264678998141e-01,1.899999999999999911e+00,1.155555555555529024e+00,2.022518745312399668e-01,1.899999999999999911e+00,1.111111111111108496e+00,2.065707225946196435e-01,1.899999999999999911e+00,1.066666666666648222e+00,2.108895706579598239e-01,1.899999999999999911e+00,1.022222222222188170e+00,2.152084187213395006e-01,1.899999999999999911e+00,9.777777777777675317e-01,2.195272667846796533e-01,1.899999999999999911e+00,9.333333333333073689e-01,2.238461148480593299e-01,1.899999999999999911e+00,8.888888888888867301e-01,2.281649629113994826e-01,1.899999999999999911e+00,8.444444444444265674e-01,2.324838109747791592e-01,1.899999999999999911e+00,7.999999999999664047e-01,2.368026590381193119e-01,1.899999999999999911e+00,-7.999999999999664047e-01,2.368026590381193119e-01,1.899999999999999911e+00,-8.444444444444265674e-01,2.324838109747791592e-01,1.899999999999999911e+00,-8.888888888888867301e-01,2.281649629113994826e-01,1.899999999999999911e+00,-9.333333333333073689e-01,2.238461148480593299e-01,1.899999999999999911e+00,-9.777777777777675317e-01,2.195272667846796533e-01,1.899999999999999911e+00,-1.022222222222188170e+00,2.152084187213395006e-01,1.899999999999999911e+00,-1.066666666666648222e+00,2.108895706579598239e-01,1.899999999999999911e+00,-1.111111111111108496e+00,2.065707225946196435e-01,1.899999999999999911e+00,-1.155555555555529024e+00,2.022518745312399668e-01,1.899999999999999911e+00,-1.199999999999989297e+00,1.979330264678998141e-01,1.899999999999999911e+00,-1.752861719963353604e+00,2.143885941383490701e-01,1.899999999999999911e+00,-2.277031554409524983e+00,2.299901665932078676e-01,1.899999999999999911e+00,-2.775591929269183744e+00,2.448294902252915461e-01,1.899999999999999911e+00,-3.251239953135161009e+00,2.589868427085783020e-01,1.899999999999999911e+00,-3.706348495026255296e+00,2.725328509382484166e-01,1.899999999999999911e+00,-4.143016211265585724e+00,2.855299800477551497e-01,1.899999999999999911e+00,-4.563108806088079561e+00,2.980337615040206667e-01,1.899999999999999911e+00,-4.968293288517882544e+00,3.100938127408596201e-01,1.899999999999999911e+00,-5.360066596753867429e+00,3.217546891451388280e-01,1.899999999999999911e+00,-5.739779665402321207e+00,3.330566004022683657e-01,1.899999999999999911e+00,-6.108657785279201669e+00,3.440360164924097242e-01,1.899999999999999911e+00,-6.467817932151333160e+00,3.547261834689985904e-01,1.899999999999999911e+00,-6.818283606638196659e+00,3.651575651589293869e-01,1.899999999999999911e+00,-7.160997623002573143e+00,3.753582238123485681e-01,1.899999999999999911e+00,-7.496833202686030262e+00,3.853541502946374320e-01,1.899999999999999911e+00,-7.826603663957373946e+00,3.951695524923506397e-01,1.899999999999999911e+00,-8.151070948021748919e+00,4.048271090874006051e-01,1.899999999999999911e+00,-8.470953181439666579e+00,4.143481946473057675e-01,1.899999999999999911e+00,-8.786931442484936738e+00,4.237530810217365329e-01,1.899999999999999911e+00,-9.099655873430581465e+00,4.330611192703742729e-01,1.899999999999999911e+00,-9.409751260392814842e+00,4.422909057435644997e-01,1.899999999999999911e+00,-9.717822186288065822e+00,4.514604354565365796e-01,1.899999999999999911e+00,-1.002445784991279787e+01,4.605872455262830512e-01,1.899999999999999911e+00,-1.033023663456588714e+01,4.696885511536262880e-01,1.899999999999999911e+00,-1.063573050257182651e+01,4.787813764232404790e-01,1.899999999999999911e+00,-1.094150928722491578e+01,4.878826820505837158e-01,1.899999999999999911e+00,-1.124814495084964783e+01,4.970094921203697114e-01,1.899999999999999911e+00,-1.155621587674489881e+01,5.061790218333417357e-01,1.899999999999999911e+00,-1.186631126370713218e+01,5.154088083064924941e-01,1.899999999999999911e+00,-1.217903569465277691e+01,5.247168465551301786e-01,1.899999999999999911e+00,-1.249501395569804707e+01,5.341217329295609995e-01,1.899999999999999911e+00,-1.281489618911600381e+01,5.436428184895056859e-01,1.899999999999999911e+00,-1.313936347318034059e+01,5.533003750845161273e-01,1.899999999999999911e+00,-1.346913393445168339e+01,5.631157772822688035e-01,1.899999999999999911e+00,-1.380496951413518048e+01,5.731117037645576673e-01,1.899999999999999911e+00,-1.414768353049951699e+01,5.833123624179769040e-01,1.899999999999999911e+00,-1.449814920498637960e+01,5.937437441079076450e-01,1.899999999999999911e+00,-1.485730935185851287e+01,6.044339110844965113e-01,1.899999999999999911e+00,-1.522618747173539333e+01,6.154133271746379252e-01,1.899999999999999911e+00,-1.560590054038384622e+01,6.267152384318069869e-01,1.899999999999999911e+00,-1.599767384861983111e+01,6.383761148360862503e-01,1.899999999999999911e+00,-1.640285833104963231e+01,6.504361660729252037e-01,1.899999999999999911e+00,-1.682295092587212793e+01,6.629399475291906096e-01,1.899999999999999911e+00,-1.725961864211145880e+01,6.759370766386973983e-01,1.899999999999999911e+00,-1.771472718400255175e+01,6.894830848683675129e-01,1.899999999999999911e+00,-1.819037520786853079e+01,7.036404373516542687e-01,1.899999999999999911e+00,-1.868893558272822730e+01,7.184797609836983678e-01,1.899999999999999911e+00,-1.921310541717436138e+01,7.340813334385967170e-01,1.899999999999999911e+00,-1.976596713713772502e+01,7.505369011090459175e-01,1.899999999999999911e+00,-1.976596713713772502e+01,6.657007498127596179e-01,1.899999999999999911e+00,-1.976596713713776410e+01,6.561134073846717207e-01,1.899999999999999911e+00,-1.976596713713772502e+01,6.520929717489187816e-01,1.899999999999999911e+00,-1.976596713713772502e+01,6.259320160154645540e-01,1.899999999999999911e+00,-1.921310541717436138e+01,6.060006600269827182e-01,1.899999999999999911e+00,-1.868893558272822730e+01,5.871036823714342878e-01,1.899999999999999911e+00,-1.819037520786853079e+01,5.691299577414494770e-01,1.899999999999999911e+00,-1.771472718400255175e+01,5.519822520013469846e-01,1.899999999999999911e+00,-1.725961864211145880e+01,5.355750202573270613e-01,1.899999999999999911e+00,-1.682295092587212793e+01,5.198326033259922374e-01,1.899999999999999911e+00,-1.640285833104963231e+01,5.046877402378331379e-01,1.899999999999999911e+00,-1.599767384861983111e+01,4.900803332340640805e-01,1.899999999999999911e+00,-1.560590054038384622e+01,4.759564158216500473e-01,1.899999999999999911e+00,-1.522618747173539333e+01,4.622672851196540922e-01,1.899999999999999911e+00,-1.485730935185851287e+01,4.489687678627368173e-01,1.899999999999999911e+00,-1.449814920498637960e+01,4.360205956784340975e-01,1.899999999999999911e+00,-1.414768353049951699e+01,4.233858700902635164e-01,1.899999999999999911e+00,-1.380496951413518048e+01,4.110306014656696094e-01,1.899999999999999911e+00,-1.346913393445168339e+01,3.989233090802999371e-01,1.899999999999999911e+00,-1.313936347318034059e+01,3.870346717940678083e-01,1.899999999999999911e+00,-1.281489618911600381e+01,3.753372206742343620e-01,1.899999999999999911e+00,-1.249501395569804707e+01,3.638050663607356738e-01,1.899999999999999911e+00,-1.217903569465277691e+01,3.524136551305872000e-01,1.899999999999999911e+00,-1.186631126370713218e+01,3.411395485422963336e-01,1.899999999999999911e+00,-1.155621587674489881e+01,3.299602222754409175e-01,1.899999999999999911e+00,-1.124814495084964783e+01,3.188538803602661842e-01,1.899999999999999911e+00,-1.094150928722491578e+01,3.077992814437682245e-01,1.899999999999999911e+00,-1.063573050257182651e+01,2.967755740851869550e-01,1.899999999999999911e+00,-1.033023663456588714e+01,2.857621383278263205e-01,1.899999999999999911e+00,-1.002445784991279787e+01,2.747384309692450510e-01,1.899999999999999911e+00,-9.717822186288065822e+00,2.636838320527471469e-01,1.899999999999999911e+00,-9.409751260392814842e+00,2.525774901375723580e-01,1.899999999999999911e+00,-9.099655873430581465e+00,2.413981638707169419e-01,1.899999999999999911e+00,-8.786931442484936738e+00,2.301240572823865516e-01,1.899999999999999911e+00,-8.470953181439666579e+00,2.187326460522380500e-01,1.899999999999999911e+00,-8.151070948021748919e+00,2.072004917387393896e-01,1.899999999999999911e+00,-7.826603663957373946e+00,1.955030406189059433e-01,1.899999999999999911e+00,-7.496833202686030262e+00,1.836144033326738423e-01,1.899999999999999911e+00,-7.160997623002573143e+00,1.715071109473041699e-01,1.899999999999999911e+00,-6.818283606638196659e+00,1.591518423227102630e-01,1.899999999999999911e+00,-6.467817932151333160e+00,1.465171167345396819e-01,1.899999999999999911e+00,-6.108657785279201669e+00,1.335689445502369621e-01,1.899999999999999911e+00,-5.739779665402321207e+00,1.202704272933196317e-01,1.899999999999999911e+00,-5.360066596753867429e+00,1.065812965913236765e-01,1.899999999999999911e+00,-4.968293288517882544e+00,9.245737917890972657e-02,1.899999999999999911e+00,-4.563108806088079561e+00,7.784997217514055823e-02,1.899999999999999911e+00,-4.143016211265585724e+00,6.270510908698156971e-02,1.899999999999999911e+00,-3.706348495026255296e+00,4.696269215564674582e-02,1.899999999999999911e+00,-3.251239953135161009e+00,3.055546041162676696e-02,1.899999999999999911e+00,-2.775591929269183744e+00,1.340775467152421907e-02,1.899999999999999911e+00,-2.277031554409524983e+00,-4.565969958460536215e-03,1.899999999999999911e+00,-1.752861719963353604e+00,-2.346294761400896656e-02,1.899999999999999911e+00,-1.199999999999989297e+00,-4.339430360249080243e-02,1.899999999999999911e+00,-1.155555555555529024e+00,-4.434115621938189422e-02,1.899999999999999911e+00,-1.111111111111108496e+00,-4.528800883623346207e-02,1.899999999999999911e+00,-1.066666666666648222e+00,-4.623486145308502993e-02,1.899999999999999911e+00,-1.022222222222188170e+00,-4.718171406997606621e-02,1.899999999999999911e+00,-9.777777777777675317e-01,-4.812856668682763406e-02,1.899999999999999911e+00,-9.333333333333073689e-01,-4.907541930367920191e-02,1.899999999999999911e+00,-8.888888888888867301e-01,-5.002227192053076976e-02,1.899999999999999911e+00,-8.444444444444265674e-01,-5.096912453742186155e-02,1.899999999999999911e+00,-7.999999999999664047e-01,-5.191597715427337389e-02,1.899999999999999911e+00,7.999999999999664047e-01,-5.191597715427337389e-02,1.899999999999999911e+00,8.444444444444265674e-01,-5.096912453742186155e-02
